repo_fullname,issue_url,created_date,close_date,created_by,closed_by,num_of_comments,num_of_collabos,coding_agent_usage,fixer_experience,coding_agent_bin,comments/collaborators,open-close,time_to_close,hours_to_close
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/5526,2024-11-24T20:10:34Z,2024-11-26T18:55:17Z,axiomofjoy,axiomofjoy,0,1,FALSE,"5,401",0,0,1,1 days 22:44:43,46.74527778
opendatahub-io/llama-stack-demos,https://github.com/opendatahub-io/llama-stack-demos/issues/144,2025-04-23T18:23:57Z,2025-04-24T14:21:30Z,MichaelClifford,MichaelClifford,0,1,FALSE,"1,226",0,0,1,0 days 19:57:33,19.95916667
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/6216,2025-01-30T22:45:21Z,2025-01-30T23:07:37Z,RogerHYang,RogerHYang,0,1,FALSE,"6,546",0,0,1,0 days 00:22:16,0.3711111111
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/10572,2025-02-12T10:21:49Z,2025-02-19T19:01:42Z,jamie0725,abidlabs,2,3,FALSE,"18,006",0,0.6666666667,0,7 days 08:39:53,176.6647222
mem0ai/mem0,https://github.com/mem0ai/mem0/issues/2577,2025-04-21T09:57:57Z,2025-04-30T19:44:58Z,mainadwitiya,Dev-Khant,0,2,FALSE,"9,690",0,0,0,9 days 09:47:01,225.7836111
intuitem/ciso-assistant-community,https://github.com/intuitem/ciso-assistant-community/issues/1602,2025-03-03T17:19:51Z,2025-03-18T13:44:31Z,Bouteyre,ab-smith,1,2,FALSE,"9,305",0,0.5,0,14 days 20:24:40,356.4111111
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/6845,2025-03-19T19:21:45Z,2025-03-19T22:11:25Z,mikeldking,RogerHYang,3,2,FALSE,"7,053",0,1.5,0,0 days 02:49:40,2.827777778
awslabs/mcp,https://github.com/awslabs/mcp/issues/500,2025-06-03T16:27:47Z,2025-06-04T14:54:02Z,scottschreckengaust,scottschreckengaust,2,1,FALSE,"1,514",0,2,1,0 days 22:26:15,22.4375
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/11004,2025-04-11T17:30:09Z,2025-04-14T15:34:09Z,rbpasker,abidlabs,2,2,FALSE,"18,111",0,1,0,2 days 22:04:00,70.06666667
atopile/atopile,https://github.com/atopile/atopile/issues/1265,2025-06-08T09:31:49Z,2025-06-17T22:58:27Z,ruben-iteng,iopapamanoglou,4,3,FALSE,227,0,1.333333333,0,9 days 13:26:38,229.4438889
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/10855,2025-03-21T17:30:37Z,2025-04-08T21:02:10Z,adrianboguszewski,pngwn,1,3,FALSE,"13,630",0,0.3333333333,0,18 days 03:31:33,435.5258333
crewAIInc/crewAI-tools,https://github.com/crewAIInc/crewAI-tools/issues/158,2024-12-24T11:53:58Z,2025-01-14T21:26:20Z,MahlerTom,MahlerTom,0,1,FALSE,577,0,0,1,21 days 09:32:22,513.5394444
huggingface/smolagents,https://github.com/huggingface/smolagents/issues/468,2025-02-02T08:27:42Z,2025-02-03T10:10:21Z,manuelmorales,albertvillanova,1,2,FALSE,"10,621",0,0.5,0,1 days 01:42:39,25.71083333
dagster-io/dagster,https://github.com/dagster-io/dagster/issues/28632,2025-03-20T10:51:28Z,2025-04-08T08:22:24Z,lucargir,garethbrickman,2,3,FALSE,"3,251",0,0.6666666667,0,18 days 21:30:56,453.5155556
Skyvern-AI/skyvern,https://github.com/Skyvern-AI/skyvern/issues/1397,2024-12-16T22:50:46Z,2025-01-12T03:26:41Z,devinat1,suchintan,1,3,FALSE,"1,187",0,0.3333333333,0,26 days 04:35:55,628.5986111
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/10947,2025-04-04T06:35:41Z,2025-04-15T17:06:42Z,hysts,abidlabs,0,2,FALSE,"18,115",0,0,0,11 days 10:31:01,274.5169444
atopile/atopile,https://github.com/atopile/atopile/issues/920,2025-02-01T22:02:51Z,2025-02-04T17:52:40Z,ruben-iteng,mawildoer,1,2,FALSE,"1,571",0,0.5,0,2 days 19:49:49,67.83027778
opensource-observer/oso,https://github.com/opensource-observer/oso/issues/4108,2025-06-10T14:30:08Z,2025-06-11T19:35:02Z,ccerv1,Jabolol,1,3,TRUE,"3,110",1,0.3333333333,0,1 days 05:04:54,29.08166667
atopile/atopile,https://github.com/atopile/atopile/issues/1266,2025-06-08T11:43:33Z,2025-06-17T21:20:59Z,ruben-iteng,iopapamanoglou,1,2,FALSE,227,0,0.5,0,9 days 09:37:26,225.6238889
huggingface/smolagents,https://github.com/huggingface/smolagents/issues/1431,2025-06-11T12:04:55Z,2025-06-17T08:21:32Z,fwwucn,albertvillanova,1,3,FALSE,"12,573",0,0.3333333333,0,5 days 20:16:37,140.2769444
microsoft/markitdown,https://github.com/microsoft/markitdown/issues/300,2025-01-22T09:52:27Z,2025-01-22T10:11:44Z,rockis,rockis,0,1,FALSE,96,0,0,1,0 days 00:19:17,0.3213888889
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/7850,2025-05-31T16:11:08Z,2025-05-31T16:23:41Z,mikeldking,mikeldking,0,1,FALSE,"13,655",0,0,1,0 days 00:12:33,0.2091666667
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai/issues/159,2024-10-12T06:19:15Z,2024-10-12T10:06:10Z,nandhu-nr,unclecode,1,2,FALSE,"11,663",0,0.5,0,0 days 03:46:55,3.781944444
dagster-io/dagster,https://github.com/dagster-io/dagster/issues/28800,2025-03-27T17:47:33Z,2025-03-27T17:52:13Z,KrishnaDV,KrishnaDV,0,1,FALSE,31,0,0,1,0 days 00:04:40,0.07777777778
SciPhi-AI/R2R,https://github.com/SciPhi-AI/R2R/issues/2177,2025-05-07T18:03:12Z,2025-05-12T12:39:22Z,NajiAboo,NajiAboo,8,3,FALSE,578,0,2.666666667,1,4 days 18:36:10,114.6027778
huggingface/smolagents,https://github.com/huggingface/smolagents/issues/1101,2025-03-29T09:35:41Z,2025-04-01T09:15:27Z,luiztauffer,luiztauffer,1,1,FALSE,"4,511",0,1,1,2 days 23:39:46,71.66277778
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/9610,2024-10-09T10:38:54Z,2025-06-06T17:28:26Z,ThanhHung2112,freddyaboulton,14,6,FALSE,"7,755",0,2.333333333,0,240 days 06:49:32,5766.825556
huggingface/smolagents,https://github.com/huggingface/smolagents/issues/1254,2025-04-27T03:09:20Z,2025-05-07T14:39:29Z,NoRaincheck,albertvillanova,0,2,FALSE,"12,378",0,0,0,10 days 11:30:09,251.5025
PrefectHQ/marvin,https://github.com/PrefectHQ/marvin/issues/1049,2025-01-31T17:38:11Z,2025-03-03T21:38:43Z,davidgasquez,jlowin,5,3,FALSE,"39,929",0,1.666666667,0,31 days 04:00:32,748.0088889
SciPhi-AI/R2R,https://github.com/SciPhi-AI/R2R/issues/2028,2025-03-06T03:01:10Z,2025-06-19T03:04:19Z,zhengwj533,zhengwj533,2,1,FALSE,23,0,2,1,105 days 00:03:09,2520.0525
danhilse/notion_mcp,https://github.com/danhilse/notion_mcp/issues/2,2024-12-16T13:56:18Z,2024-12-16T15:48:24Z,punkpeye,danhilse,1,2,FALSE,209,0,0.5,0,0 days 01:52:06,1.868333333
huggingface/smolagents,https://github.com/huggingface/smolagents/issues/353,2025-01-25T05:54:16Z,2025-02-15T08:20:47Z,rajivmehtaflex,rajivmehtaflex,1,1,FALSE,"3,223,357,713",0,1,1,21 days 02:26:31,506.4419444
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/10545,2025-02-07T20:07:06Z,2025-06-04T15:50:21Z,easyfacelab,dawoodkhan82,0,2,FALSE,"10,162",0,0,0,116 days 19:43:15,2803.720833
hald/things-mcp,https://github.com/hald/things-mcp/issues/3,2025-03-24T08:50:41Z,2025-03-24T08:52:04Z,jesper-bylund,jesper-bylund,2,2,FALSE,"2,341",0,1,1,0 days 00:01:23,0.02305555556
konveyor/kai,https://github.com/konveyor/kai/issues/636,2025-02-07T16:56:17Z,2025-02-12T17:06:05Z,abrugaro,fabianvf,2,3,FALSE,"14,178",0,0.6666666667,0,5 days 00:09:48,120.1633333
intuitem/ciso-assistant-community,https://github.com/intuitem/ciso-assistant-community/issues/1135,2024-12-05T11:36:24Z,2025-01-31T14:17:33Z,dr-lux,dr-lux,2,1,FALSE,54,0,2,1,57 days 02:41:09,1370.685833
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/6082,2025-01-16T17:39:24Z,2025-02-03T22:06:54Z,mikeldking,anticorrelator,5,3,FALSE,"11,820",0,1.666666667,0,18 days 04:27:30,436.4583333
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/11290,2025-05-29T05:44:04Z,2025-05-29T18:15:12Z,thliang01,freddyaboulton,1,3,FALSE,"7,736",0,0.3333333333,0,0 days 12:31:08,12.51888889
cased/kit,https://github.com/cased/kit/issues/100,2025-06-19T21:26:02Z,2025-07-16T00:34:23Z,hbrooks,tnm,2,2,FALSE,"11,674",0,1,0,26 days 03:08:21,627.1391667
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/10790,2025-03-12T02:34:38Z,2025-03-12T03:34:27Z,not-lain,abidlabs,1,2,FALSE,"18,068",0,0.5,0,0 days 00:59:49,0.9969444444
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/6701,2025-03-05T22:31:12Z,2025-03-06T02:20:21Z,mikeldking,RogerHYang,1,2,FALSE,"7,012",0,0.5,0,0 days 03:49:09,3.819166667
intuitem/ciso-assistant-community,https://github.com/intuitem/ciso-assistant-community/issues/1073,2024-11-21T22:02:08Z,2025-03-09T13:05:00Z,JeffLabonte,ab-smith,2,2,FALSE,"9,204",0,1,0,107 days 15:02:52,2583.047778
Davidyz/VectorCode,https://github.com/Davidyz/VectorCode/issues/209,2025-06-20T21:21:13Z,2025-06-20T21:37:50Z,ruslanfialkovskii,ruslanfialkovskii,1,1,FALSE,30,0,1,1,0 days 00:16:37,0.2769444444
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/10375,2025-01-16T13:44:51Z,2025-01-23T16:35:55Z,XnetLoL,abidlabs,1,2,FALSE,"17,754",0,0.5,0,7 days 02:51:04,170.8511111
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/9982,2024-11-18T09:17:40Z,2024-11-20T20:58:01Z,hysts,abidlabs,0,2,FALSE,"17,466",0,0,0,2 days 11:40:21,59.6725
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai/issues/470,2025-01-17T02:58:08Z,2025-01-20T12:35:55Z,linznin,unclecode,3,2,FALSE,"24,516",0,1.5,0,3 days 09:37:47,81.62972222
doobidoo/mcp-memory-service,https://github.com/doobidoo/mcp-memory-service/issues/32,2025-04-24T18:23:16Z,2025-05-03T20:51:32Z,biohazardxxx,doobidoo,3,2,FALSE,920,0,1.5,0,9 days 02:28:16,218.4711111
opensource-observer/oso,https://github.com/opensource-observer/oso/issues/3375,2025-03-24T14:19:54Z,2025-04-01T17:48:16Z,ccerv1,ryscheng,3,4,TRUE,"5,651",1,0.75,0,8 days 03:28:22,195.4727778
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/6451,2025-02-19T18:07:19Z,2025-06-22T16:38:59Z,mikeldking,cephalization,3,3,TRUE,"2,907",1,1,0,122 days 22:31:40,2950.527778
memodb-io/memobase,https://github.com/memodb-io/memobase/issues/75,2025-05-22T08:07:13Z,2025-05-26T17:50:16Z,suntao2015005848,gusye1234,5,2,FALSE,"2,100",0,2.5,0,4 days 09:43:03,105.7175
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/9922,2024-11-09T18:50:58Z,2024-11-12T22:39:58Z,sthemeow,abidlabs,2,2,FALSE,"17,429",0,1,0,3 days 03:49:00,75.81666667
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/10705,2025-03-02T11:28:49Z,2025-03-03T16:44:27Z,peter-gy,whitphx,0,2,FALSE,"12,646",0,0,0,1 days 05:15:38,29.26055556
Skyvern-AI/skyvern,https://github.com/Skyvern-AI/skyvern/issues/1921,2025-03-11T17:20:52Z,2025-03-12T07:27:43Z,devtony10,devtony10,4,2,FALSE,10,0,2,1,0 days 14:06:51,14.11416667
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/9529,2024-10-04T15:07:50Z,2025-06-17T23:20:38Z,aronatkins,abidlabs,2,2,FALSE,"18,575",0,1,0,256 days 08:12:48,6152.213333
atopile/atopile,https://github.com/atopile/atopile/issues/705,2024-12-17T18:03:36Z,2024-12-18T19:34:31Z,iopapamanoglou,iopapamanoglou,1,1,FALSE,126,0,1,1,1 days 01:30:55,25.51527778
opensource-observer/oso,https://github.com/opensource-observer/oso/issues/3838,2025-05-18T17:57:20Z,2025-05-18T17:57:34Z,ryscheng,ryscheng,2,2,TRUE,"5,695",1,1,1,0 days 00:00:14,0.003888888889
huggingface/smolagents,https://github.com/huggingface/smolagents/issues/639,2025-02-13T14:07:37Z,2025-02-13T16:02:42Z,RonanKMcGovern,RonanKMcGovern,7,3,FALSE,908,0,2.333333333,1,0 days 01:55:05,1.918055556
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/6193,2025-01-29T02:23:28Z,2025-02-03T22:37:39Z,fjprobos,mikeldking,1,3,FALSE,"11,891",0,0.3333333333,0,5 days 20:14:11,140.2363889
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/10117,2024-12-04T13:35:29Z,2024-12-07T01:00:19Z,hannahblair,hannahblair,0,1,FALSE,"3,646,636,589",0,0,1,2 days 11:24:50,59.41388889
MarkusPfundstein/mcp-obsidian,https://github.com/MarkusPfundstein/mcp-obsidian/issues/3,2024-12-01T10:12:10Z,2024-12-01T19:01:56Z,MarkusPfundstein,MarkusPfundstein,4,2,FALSE,329,0,2,1,0 days 08:49:46,8.829444444
oraios/serena,https://github.com/oraios/serena/issues/220,2025-06-23T01:26:18Z,2025-06-24T00:45:03Z,nullbio,nullbio,4,2,FALSE,"1,086",0,2,1,0 days 23:18:45,23.3125
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/10458,2025-01-29T07:53:43Z,2025-01-30T07:20:21Z,whitphx,whitphx,2,2,FALSE,"12,302",0,1,1,0 days 23:26:38,23.44388889
ferdousbhai/investor-agent,https://github.com/ferdousbhai/investor-agent/issues/4,2025-05-26T20:00:28Z,2025-06-10T04:03:04Z,Nikola-Popovic,ferdousbhai,1,2,FALSE,91,0,0.5,0,14 days 08:02:36,344.0433333
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/5392,2024-11-15T18:07:35Z,2024-11-20T02:28:12Z,Parker-Stafford,axiomofjoy,0,2,FALSE,"5,371",0,0,0,4 days 08:20:37,104.3436111
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/10985,2025-04-10T00:06:20Z,2025-04-10T14:22:39Z,AmoArt,freddyaboulton,2,2,FALSE,"7,652",0,1,0,0 days 14:16:19,14.27194444
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/9690,2024-10-13T23:42:34Z,2024-10-15T10:37:04Z,bluelovers,bluelovers,1,2,FALSE,"48,797",0,0.5,1,1 days 10:54:30,34.90833333
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/6312,2025-02-10T14:28:01Z,2025-03-27T12:56:29Z,RogerHYang,cephalization,1,2,FALSE,"2,659",0,0.5,0,44 days 22:28:28,1078.474444
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/4921,2024-10-08T21:55:52Z,2024-10-08T22:37:22Z,exiao,mikeldking,2,2,FALSE,"10,776",0,1,0,0 days 00:41:30,0.6916666667
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai/issues/920,2025-04-01T10:46:26Z,2025-04-02T06:44:35Z,LLazzar,aravindkarnam,6,6,FALSE,"1,093",0,1,0,0 days 19:58:09,19.96916667
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/10707,2025-03-02T13:15:46Z,2025-03-03T14:10:19Z,MohammadJaffar,abidlabs,1,2,FALSE,"18,050",0,0.5,0,1 days 00:54:33,24.90916667
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/10391,2025-01-20T01:05:17Z,2025-05-12T14:55:11Z,ROBERT-MCDOWELL,freddyaboulton,8,3,FALSE,"7,708",0,2.666666667,0,112 days 13:49:54,2701.831667
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/11556,2025-07-11T10:33:53Z,2025-07-11T13:09:42Z,anaganisk,freddyaboulton,6,2,FALSE,"7,798",0,3,0,0 days 02:35:49,2.596944444
intuitem/ciso-assistant-community,https://github.com/intuitem/ciso-assistant-community/issues/1590,2025-03-02T05:40:19Z,2025-03-02T09:36:21Z,JosephSaliba01,eric-intuitem,1,2,FALSE,"9,138",0,0.5,0,0 days 03:56:02,3.933888889
aniqfakhrul/powerview.py,https://github.com/aniqfakhrul/powerview.py/issues/185,2025-05-01T07:49:09Z,2025-05-02T14:56:56Z,bitdecay,aniqfakhrul,4,3,FALSE,"1,719",0,1.333333333,0,1 days 07:07:47,31.12972222
getzep/graphiti,https://github.com/getzep/graphiti/issues/683,2025-07-06T14:39:13Z,2025-07-08T16:13:43Z,Sing303,danielchalef,4,3,FALSE,"7,079",0,1.333333333,0,2 days 01:34:30,49.575
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/10726,2025-03-04T18:52:44Z,2025-06-17T21:00:07Z,dnoliver,abidlabs,13,3,FALSE,"18,575",0,4.333333333,0,105 days 02:07:23,2522.123056
marketcalls/openalgo,https://github.com/marketcalls/openalgo/issues/322,2025-07-14T13:27:37Z,2025-07-14T14:31:45Z,MohitSK,marketcalls,3,2,FALSE,"18,532",0,1.5,0,0 days 01:04:08,1.068888889
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/10409,2025-01-22T09:36:51Z,2025-02-08T00:45:02Z,tankgit,freddyaboulton,0,2,FALSE,"7,500",0,0,0,16 days 15:08:11,399.1363889
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai/issues/805,2025-03-07T09:50:49Z,2025-03-12T02:49:10Z,wakaka6,wakaka6,1,1,FALSE,501,0,1,1,4 days 16:58:21,112.9725
Davidyz/VectorCode,https://github.com/Davidyz/VectorCode/issues/26,2025-03-21T09:12:25Z,2025-03-25T18:29:04Z,georgeharker,Davidyz,4,2,FALSE,"1,741",0,2,0,4 days 09:16:39,105.2775
huggingface/smolagents,https://github.com/huggingface/smolagents/issues/44,2025-01-02T23:30:08Z,2025-01-09T22:54:20Z,vqndev,aymeric-roucher,2,2,FALSE,"5,614",0,1,0,6 days 23:24:12,167.4033333
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/10566,2025-02-12T02:34:26Z,2025-02-14T00:14:14Z,dlxj,abidlabs,3,3,FALSE,"17,986",0,1,0,1 days 21:39:48,45.66333333
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/11536,2025-07-09T21:02:54Z,2025-07-09T22:13:50Z,johnbikes,abidlabs,1,2,FALSE,"18,631",0,0.5,0,0 days 01:10:56,1.182222222
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/5111,2024-10-18T23:55:45Z,2024-10-20T16:40:41Z,mikeldking,mikeldking,0,1,FALSE,"11,124",0,0,1,1 days 16:44:56,40.74888889
atopile/atopile,https://github.com/atopile/atopile/issues/520,2024-11-16T01:38:18Z,2025-03-11T16:37:26Z,mawildoer,napowderly,0,2,FALSE,"1,091",0,0,0,115 days 14:59:08,2774.985556
dagster-io/dagster,https://github.com/dagster-io/dagster/issues/25851,2024-11-11T19:58:26Z,2025-01-08T12:12:10Z,Zan-L,Zan-L,1,1,FALSE,0,0,1,1,57 days 16:13:44,1384.228889
basicmachines-co/basic-memory,https://github.com/basicmachines-co/basic-memory/issues/97,2025-04-14T02:45:29Z,2025-06-20T14:00:06Z,alexmao1024,phernandez,7,4,TRUE,478,1,1.75,0,67 days 11:14:37,1619.243611
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/10401,2025-01-21T20:33:45Z,2025-01-22T20:09:47Z,yvrjsharma,abidlabs,0,2,FALSE,"17,751",0,0,0,0 days 23:36:02,23.60055556
ariadng/metatrader-mcp-server,https://github.com/ariadng/metatrader-mcp-server/issues/3,2025-05-07T05:41:36Z,2025-05-07T23:49:09Z,lofyer,ariadng,4,2,FALSE,529,0,2,0,0 days 18:07:33,18.12583333
dagster-io/dagster,https://github.com/dagster-io/dagster/issues/26895,2025-01-07T14:59:40Z,2025-04-03T19:20:34Z,pwr-philarmstrong,garethbrickman,3,3,FALSE,"3,245",0,1,0,86 days 04:20:54,2068.348333
marketcalls/openalgo,https://github.com/marketcalls/openalgo/issues/326,2025-07-15T09:17:02Z,2025-07-29T02:46:59Z,tradewithmadhan,marketcalls,10,3,FALSE,"19,182",0,3.333333333,0,13 days 17:29:57,329.4991667
trycua/cua,https://github.com/trycua/cua/issues/158,2025-05-07T00:49:29Z,2025-05-07T17:56:35Z,ngaloppo,ngaloppo,1,1,FALSE,"1,082",0,1,1,0 days 17:07:06,17.11833333
huggingface/smolagents,https://github.com/huggingface/smolagents/issues/486,2025-02-03T20:39:56Z,2025-02-03T20:47:29Z,g-eoj,g-eoj,2,1,FALSE,664,0,2,1,0 days 00:07:33,0.1258333333
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/6336,2025-02-11T23:14:02Z,2025-07-02T16:01:34Z,cdvv7788,dosubot[bot],11,5,TRUE,0,1,2.2,0,140 days 16:47:32,3376.792222
awslabs/mcp,https://github.com/awslabs/mcp/issues/759,2025-07-08T16:08:20Z,2025-07-19T04:23:51Z,scottschreckengaust,scottschreckengaust,0,1,FALSE,"2,022",0,0,1,10 days 12:15:31,252.2586111
atopile/atopile,https://github.com/atopile/atopile/issues/816,2025-01-10T23:07:35Z,2025-03-10T09:24:05Z,napowderly,napowderly,0,1,FALSE,"1,087",0,0,1,58 days 10:16:30,1402.275
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/5433,2024-11-19T18:03:06Z,2024-12-23T22:12:22Z,Mosquid,RogerHYang,6,3,FALSE,"6,407",0,2,0,34 days 04:09:16,820.1544444
opensource-observer/oso,https://github.com/opensource-observer/oso/issues/3116,2025-02-27T02:06:56Z,2025-03-12T14:54:45Z,ccerv1,ryscheng,2,3,TRUE,"5,623",1,0.6666666667,0,13 days 12:47:49,324.7969444
Skyvern-AI/skyvern,https://github.com/Skyvern-AI/skyvern/issues/2866,2025-07-03T11:23:47Z,2025-07-09T22:39:54Z,dvloper-bogdan,jomido,1,3,FALSE,168,0,0.3333333333,0,6 days 11:16:07,155.2686111
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/9568,2024-10-07T03:54:55Z,2024-10-17T18:12:02Z,yoonniverse,abidlabs,1,3,FALSE,"17,290",0,0.3333333333,0,10 days 14:17:07,254.2852778
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/7186,2025-04-18T15:13:42Z,2025-04-18T23:07:53Z,ikosmala,RogerHYang,4,4,FALSE,"7,166",0,1,0,0 days 07:54:11,7.903055556
mindverse/Second-Me,https://github.com/mindverse/Second-Me/issues/39,2025-03-23T04:01:09Z,2025-03-25T06:53:46Z,henkholveck,kevin-mindverse,3,3,FALSE,37,0,1,0,2 days 02:52:37,50.87694444
basicmachines-co/basic-memory,https://github.com/basicmachines-co/basic-memory/issues/182,2025-06-26T17:52:12Z,2025-06-26T19:02:45Z,bm-claudeai,phernandez,1,2,FALSE,517,0,0.5,0,0 days 01:10:33,1.175833333
agiresearch/AIOS,https://github.com/agiresearch/AIOS/issues/331,2024-11-20T17:54:48Z,2024-11-20T21:59:17Z,joshprk,joshprk,0,1,FALSE,26,0,0,1,0 days 04:04:29,4.074722222
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/6640,2025-03-01T22:13:41Z,2025-04-21T13:58:40Z,GiustinoGaller,Jgilhuly,4,2,FALSE,"1,009",0,2,0,50 days 15:44:59,1215.749722
agiresearch/AIOS,https://github.com/agiresearch/AIOS/issues/344,2024-11-26T19:09:39Z,2024-12-16T04:38:48Z,tusharanand29,dongyuanjushi,3,2,FALSE,"1,724",0,1.5,0,19 days 09:29:09,465.4858333
oracle-samples/ai-optimizer,https://github.com/oracle-samples/ai-optimizer/issues/76,2025-01-14T18:03:19Z,2025-03-06T16:31:56Z,corradodebari,gotsysdba,2,2,FALSE,719,0,1,0,50 days 22:28:37,1222.476944
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/9663,2024-10-11T05:12:39Z,2024-10-11T17:43:35Z,FBR65,abidlabs,1,2,FALSE,"17,265",0,0.5,0,0 days 12:30:56,12.51555556
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai/issues/947,2025-04-06T14:48:49Z,2025-04-08T09:55:20Z,YLW-WHU,aravindkarnam,1,2,FALSE,"1,193",0,0.5,0,1 days 19:06:31,43.10861111
ai-christianson/RA.Aid,https://github.com/ai-christianson/RA.Aid/issues/79,2025-02-01T21:20:27Z,2025-02-02T23:57:29Z,ariel-frischer,ai-christianson,9,2,FALSE,"1,592",0,4.5,0,1 days 02:37:02,26.61722222
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix/issues/5917,2025-01-06T23:29:17Z,2025-05-10T04:19:18Z,mikeldking,mikeldking,23,3,FALSE,"13,521",0,7.666666667,1,123 days 04:50:01,2956.833611
atopile/atopile,https://github.com/atopile/atopile/issues/511,2024-11-15T05:03:27Z,2025-03-11T17:06:07Z,napowderly,napowderly,3,2,FALSE,"1,091",0,1.5,1,116 days 12:02:40,2796.044444
basicmachines-co/basic-memory,https://github.com/basicmachines-co/basic-memory/issues/175,2025-06-26T03:14:34Z,2025-06-26T21:03:21Z,groksrc,groksrc,5,2,TRUE,424,1,2.5,1,0 days 17:48:47,17.81305556
dagster-io/dagster,https://github.com/dagster-io/dagster/issues/26626,2024-12-20T14:21:47Z,2025-01-15T18:36:44Z,OrenLederman,gibsondan,3,3,FALSE,"14,757",0,1,0,26 days 04:14:57,628.2491667
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/10049,2024-11-27T10:57:57Z,2024-11-29T14:35:44Z,sglbl,sglbl,3,2,FALSE,"1,092",0,1.5,1,2 days 03:37:47,51.62972222
dagster-io/dagster,https://github.com/dagster-io/dagster/issues/30581,2025-06-09T00:02:48Z,2025-07-01T18:24:27Z,seanmabli,alangenfeld,0,2,FALSE,"15,403",0,0,0,22 days 18:21:39,546.3608333
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/10454,2025-01-28T19:15:09Z,2025-02-07T03:36:31Z,Solomin0,abidlabs,1,2,FALSE,"17,953",0,0.5,0,9 days 08:21:22,224.3561111
oraios/serena,https://github.com/oraios/serena/issues/63,2025-04-16T16:08:04Z,2025-04-16T20:12:18Z,ahmetsevki,ahmetsevki,2,2,FALSE,19,0,1,1,0 days 04:04:14,4.070555556
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai/issues/588,2025-01-29T22:53:03Z,2025-01-31T12:06:19Z,ayush-bharti,aravindkarnam,4,5,FALSE,166,0,0.8,0,1 days 13:13:16,37.22111111
getzep/graphiti,https://github.com/getzep/graphiti/issues/524,2025-05-25T14:01:11Z,2025-05-25T14:05:52Z,tituskx,tituskx,1,2,FALSE,48,0,0.5,1,0 days 00:04:41,0.07805555556
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai/issues/370,2024-12-25T20:18:51Z,2024-12-27T12:17:35Z,HamdiBarkous,unclecode,5,3,FALSE,"20,691",0,1.666666667,0,1 days 15:58:44,39.97888889
mem0ai/mem0,https://github.com/mem0ai/mem0/issues/2048,2024-11-24T19:11:21Z,2024-12-28T18:34:46Z,tslmy,Dev-Khant,7,4,FALSE,"5,718",0,1.75,0,33 days 23:23:25,815.3902778
